label,text
Malaria,"I've been feeling really hot and sweaty, and I've been throwing up. I've also been having chills, and my skin is really itchy. I've been having a headache, and I've been feeling really nauseous and achy."
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Malaria,"chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Migraine,"I have been having headaches for a while now. They are very painful and make me feel sick. I also have nausea, vomiting, and sensitivity to light and sound."
Jaundice,"vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Bronchial Asthma,"I've been having a hard time breathing lately. I feel like I can't get enough air, and my chest feels tight. I've also been coughing a lot, and I've been producing a lot of mucus."
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Arthritis,"I've been experiencing a lot of pain in my joints, especially my knees and hands. I've also been feeling really stiff and my joints have been swollen. I've been having trouble walking and doing other activities that I normally do."
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain"
Psoriasis,I have small dents in my nails and they are often inflamed and tender to the touch. I also have minor rashes on my arms.
Pneumonia,"chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Bronchial Asthma,"fatigue,cough,high_fever,family_history,mucoid_sputum"
Malaria,"vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Typhoid,I have a sharp pain in my stomach. I have also been vomiting a lot and feel very nauseous.
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body"
Migraine,"I've been having headaches and blurry vision, and I've also been getting acid reflux and indigestion after I eat."
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Jaundice,I have been having intense itching all over my body. I have also been vomiting and feeling very tired. I have lost a lot of weight and have a high fever. My skin has turned yellow and my urine is dark. I have also been having abdominal pain.
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Jaundice,"vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Jaundice,"itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Malaria,"chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Bronchial Asthma,"I've been having a hard time breathing lately. I feel like I can't get enough air, and my chest feels tight. I've also been coughing a lot, and I've been producing a lot of mucus."
Impetigo,"I have a rash on my face that is red, itchy, and painful. It is also blistering. I have also been experiencing flu-like symptoms, such as fever and body pain."
Migraine,"acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Impetigo,"I have a rash on my face that is getting worse. It is red, inflamed, and has blisters that are bleeding clear pus. It is really painful."
Malaria,"chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Jaundice,"I've been feeling really scratchy, dizzy, and worn out. I've lost weight and have a temperature. My urine is dark, and my skin has turned yellow. I also have stomach pain."
Bronchial Asthma,"fatigue,cough,high_fever,family_history,mucoid_sputum"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
Impetigo,"I have a rash around my nose, and it's spreading to other parts of my body. I also have a high fever every night."
Arthritis,"stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Migraine,"I've been experiencing a lot of headaches, nausea, and sensitivity to light. I've also been feeling very irritable and impatient."
Migraine,I've been having headaches and my vision has been blurry.
Arthritis,I've been feeling really weak in my muscles lately and my neck has been really stiff. My joints are swollen and it's hard for me to move around. Walking is also hard.
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Dengue,"skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Psoriasis,I have been having a lot of problems with my skin. It is constantly peeling and I have developed rashes on my arms. It is really itchy and it is making my life miserable.
Migraine,"I have been having headaches that are so bad that I can't see straight. I also have nausea, vomiting, and sensitivity to light and sound."
Typhoid,I have a high fever and a headache. I also have a lot of pain in my belly. I can't go to work because of this.
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Arthritis,"I have been experiencing a lot of pain in my joints, especially my knees and hips. I also have a lot of stiffness in my neck and shoulders. I have been having trouble walking and doing other activities that I used to be able to do without any pain."
Acne,"skin_rash,pus_filled_pimples,scurring"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Jaundice,"I've been feeling really sick. I've had a fever, lost weight, and I've been really tired. My skin and my urine have turned yellow. I've also been having stomach pain."
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Typhoid,"chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Migraine,"acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Bronchial Asthma,I've been coughing a lot and I'm really tired. I've been coughing up a lot of thick mucus and my fever is pretty high.
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Malaria,"I've been feeling really sick. I have a high fever, chills, vomiting, and severe itching. I also have a headache, excessive sweating, nausea, and muscle aches."
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Malaria,"chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain"
Pneumonia,"I've been feeling really tired and achy, and I have this cough that just won't quit. It hurts when I cough, and my chest feels tight. I've also been coughing up a lot of gross-looking mucus."
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Pneumonia,"I've been having chills, fatigue, and a cough for a few days. I've also been sweating a lot and feeling weak and unwell. I've had some thick, black phlegm, and my chest hurts. My heart has been racing, too."
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Psoriasis,"joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose"
Jaundice,I have been feeling very sick. I have been vomiting and have a high fever. My skin has become yellow and my urine is dark. I also have abdominal pain.
Pneumonia,I'm having trouble breathing. I'm sweating a lot and I don't feel well. My chest hurts and I have a lot of mucus in my throat. I'm coughing up phlegm that's a weird color.
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Pneumonia,"chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Migraine,"acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Typhoid,I'm having a really bad stomach ache and diarrhea. I also have a fever and a headache. The last few days have been really unpleasant.
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Bronchial Asthma,"cough,high_fever,breathlessness,family_history,mucoid_sputum"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,visual_disturbances"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Typhoid,"I have been having loose, watery stools many times a day. I have lost my appetite and am always sick. I am also developing a mild fever. My abdominal part pains a lot. I don't know what the reason behind all of these is."
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum"
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Common Cold,I've been feeling really tired and sick. My nose is running and I'm sneezing a lot. My head hurts and I feel like I have no energy. I also have a fever and feel like I'm burning up.
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain"
Psoriasis,"I have a rash on my skin that is itchy and irritating. It is also flaky. It has spread to other areas of my body, including my chest and belly. It is worse at night."
